Nama Bahan Makanan,Air,Energi,Protein,Lemak,Karbohidrat,Serat,Abu,Kalsium,Fosfor,Besi,Natrium,Kalium,Tembaga,Seng,Retinol,Beta-karoten,Karoten total,Vitamin B1,Vitamin B2,Niasin,Vitamin C,BDD,Mentah/Olahan,Kelompok Makanan
"Pie Crust,Standard-Type,Dry Mix,Prep,Bkd",,501.0,6.7,30.4,50.4,,,60.0,,2.15,729.0,62.0,,,,,,,,,0.0,,,
"Pie Crust,Standard-Type,Frz,Rtb,Enr",,457.0,6.16,26.07,48.62,,,19.0,,2.6,409.0,97.0,,,,,,,,,0.0,,,
"Pie Crust,Standard-Type,Frz,Rtb,Enr,Bkd",,508.0,6.5,28.59,56.24,,,21.0,,2.8,467.0,114.0,,,,,,,,,0.0,,,
"Pie Crust,Standard-Type,Prep From Recipe,Bkd",,527.0,6.4,34.6,47.5,,,10.0,,2.89,542.0,67.0,,,,,,,,,0.0,,,
"Puff Pastry,Frz,Rtb",,551.0,7.3,38.1,45.1,,,10.0,,2.56,249.0,61.0,,,,,,,,,0.0,,,
Phyllo Dough,,299.0,7.1,6.0,52.6,,,11.0,,3.21,483.0,74.0,,,,,,,,,0.0,,,
"Popovers,Dry Mix,Enriched",,371.0,10.4,4.3,71.0,,,32.0,,2.97,906.0,100.0,,,,,,,,,0.1,,,
"Rolls, Dinner, Pln,Comm Prepared (Inc Brown -N- Serve)",,310.0,10.86,6.47,52.04,,,178.0,,3.72,536.0,139.0,,,,,,,,,0.2,,,
"Rolls,Dinner,Egg",,307.0,9.5,6.4,52.0,,,59.0,,3.52,459.0,104.0,,,,,,,,,0.0,,,
"Rolls,Dinner,Oat Bran",,236.0,9.5,4.6,40.2,,,85.0,,4.14,413.0,121.0,,,,,,,,,0.0,,,
"Rolls,Dinner,Rye",,286.0,10.3,3.4,53.1,,,30.0,,2.7,650.0,180.0,,,,,,,,,0.0,,,
"Rolls,Dinner,Wheat",,273.0,8.6,6.3,46.0,,,176.0,,3.55,485.0,115.0,,,,,,,,,0.0,,,
"Rolls,Dinner,Whole-Wheat",,266.0,8.7,4.7,51.1,,,106.0,,2.42,401.0,272.0,,,,,,,,,0.0,,,
"Rolls,French",,277.0,8.6,4.3,50.2,,,91.0,,2.71,507.0,114.0,,,,,,,,,0.0,,,
"Rolls,Hamburger Or Hotdog,Pln",,278.0,9.87,3.76,50.15,,,173.0,,3.43,500.0,127.0,,,,,,,,,1.3,,,
"Rolls,Hamburger Or Hotdog,Mixed-Grain",,263.0,9.6,6.0,44.6,,,95.0,,3.95,458.0,160.0,,,,,,,,,0.0,,,
"Rolls,Hamburger Or Hotdog,Red-Cal",,196.0,8.3,2.0,42.1,,,59.0,,2.99,442.0,78.0,,,,,,,,,0.2,,,
"Rolls,Hard (Incl Kaiser)",,293.0,9.9,4.3,52.7,,,95.0,,3.28,544.0,108.0,,,,,,,,,0.0,,,
"Strudel,Apple",,274.0,3.3,11.2,41.1,,,15.0,,0.42,157.0,149.0,,,,,,,,,1.7,,,
"Sweet Rolls,Cheese",,360.0,7.1,18.3,43.7,,,118.0,,0.76,357.0,137.0,,,,,,,,,0.2,,,
"Sweet Rolls,Cinn,Commly Prep W/Raisins",,372.0,6.2,16.4,50.9,,,72.0,,1.6,304.0,111.0,,,,,,,,,2.0,,,
"Sweet Rolls,Cinn,Refr Dough W/Frstng",,333.0,5.0,12.2,51.6,,,31.0,,2.44,765.0,58.0,,,,,,,,,0.2,,,
"Sweet Rolls,Cinn,Refr Dough W/Frstng,Bkd",,362.0,5.4,13.2,56.1,,,34.0,,2.65,832.0,63.0,,,,,,,,,0.2,,,
"Taco Shells, Baked",,467.0,7.08,20.83,62.72,,,101.0,,1.86,389.0,223.0,,,,,,,,,0.0,,,
"Toaster Pastries,Brown-Sugar-Cinnamon",,412.0,5.1,14.2,68.1,,,34.0,,4.03,424.0,114.0,,,,,,,,,0.1,,,
"Toaster Pastries,Fruit",,391.0,4.67,10.56,69.23,,,11.0,,3.85,334.0,75.0,,,,,,,,,0.0,,,
"Tortillas,Rtb Or -Fry,Corn",,218.0,5.7,2.85,44.64,,,81.0,,1.23,45.0,186.0,,,,,,,,,0.0,,,
"Tortillas,Rtb Or -Fry,Flr,Refr",,301.0,8.0,6.7,51.21,,,106.0,,3.32,686.0,153.0,,,,,,,,,0.0,,,
"Waffles,Pln,Frz,Rth",,285.0,6.47,9.7,42.98,,,308.0,,5.61,638.0,125.0,,,,,,,,,0.0,,,
"Waffles,Pln,Prep From Recipe",,291.0,7.9,14.1,32.9,,,255.0,,2.31,511.0,159.0,,,,,,,,,0.4,,,
Wonton Wrappers (Incl Egg Roll Wrappers),,291.0,9.8,1.5,57.9,,,47.0,,3.36,572.0,82.0,,,,,,,,,0.0,,,
"Leavening Agents,Baking Pdr,Double-Acting,Na Al Sulfate",,53.0,0.0,0.0,27.7,,,5876.0,,11.02,10600.0,20.0,,,,,,,,,0.0,,,
"Leavening Agents,Baking Pdr,Double-Acting,Straight Po4",,51.0,0.1,0.0,24.1,,,7364.0,,11.27,7893.0,5.0,,,,,,,,,0.0,,,
"Leavening Agents,Baking Pdr,Low-Sodium",,97.0,0.1,0.4,46.9,,,4332.0,,8.17,90.0,10100.0,,,,,,,,,0.0,,,
"Leavening Agents,Baking Soda",,0.0,0.0,0.0,0.0,,,0.0,,0.0,27360.0,0.0,,,,,,,,,0.0,,,
"Leavening Agents,Crm Of Tartar",,258.0,0.0,0.0,61.5,,,8.0,,3.72,52.0,16500.0,,,,,,,,,0.0,,,
"Leavening Agents,Yeast,Baker'S,Compressed",,105.0,8.4,1.9,18.1,,,19.0,,3.25,30.0,601.0,,,,,,,,,0.1,,,
"Leavening Agents,Yeast,Baker'S,Active Dry",,325.0,40.44,7.61,41.22,,,30.0,,2.17,51.0,955.0,,,,,,,,,0.3,,,
"Bread Crumbs,Dry,Grated,Seasoned",,383.0,14.13,5.48,68.49,,,182.0,,4.92,1759.0,231.0,,,,,,,,,2.7,,,
"Cookies,Oatmeal,Prep From Recipe,Wo/Raisins",,447.0,6.8,17.9,66.4,,,105.0,,2.7,598.0,182.0,,,,,,,,,0.2,,,
"Cookies,Choc Chip,Prep From Recipe,Made W/Butter",,488.0,5.7,28.4,58.2,,,38.0,,2.48,341.0,221.0,,,,,,,,,0.2,,,
"Bread,Prot,Tstd (Incl Gluten)",,270.0,13.2,2.4,48.1,,,136.0,,4.56,601.0,346.0,,,,,,,,,0.0,,,
"Bread,Rice Bran,Toasted",,264.0,9.7,5.0,47.3,,,75.0,,3.92,478.0,212.0,,,,,,,,,0.0,,,
"Bread,Wheat Germ,Toasted",,293.0,10.7,3.3,54.3,,,100.0,,3.88,621.0,285.0,,,,,,,,,0.3,,,
"Muffins,Blueberry,Toaster-Type,Tstd",,333.0,4.9,10.1,56.7,,,14.0,,0.54,509.0,88.0,,,,,,,,,0.0,,,
"Muffins,Wheat Bran,Toaster-Type W/Raisins,Tstd",,313.0,5.5,9.4,55.5,,,39.0,,2.83,527.0,177.0,,,,,,,,,0.0,,,
"Pancakes,Bttrmlk,Prep From Recipe",,227.0,6.8,9.3,28.7,,,157.0,,1.7,522.0,145.0,,,,,,,,,0.4,,,
"Rolls,Dinner,Pln,Prep From Recipe,Made W/Lofat (2%) Milk",,316.0,8.5,7.3,53.4,,,60.0,,2.96,415.0,152.0,,,,,,,,,0.2,,,
"Pie Crust,Cookie-Type,Prep From Recipe,Choc Wafer,Chilled",,506.0,5.1,31.1,54.4,,,30.0,,3.0,672.0,168.0,,,,,,,,,0.0,,,
"Pie Crust,Cookie-Type,Prep Fr Recipe,Graham Cracker,Chilled",,484.0,4.1,24.4,63.9,,,20.0,,2.12,560.0,86.0,,,,,,,,,0.0,,,
"Crackers,Matzo,Egg&Onion",,391.0,10.0,3.9,77.1,,,36.0,,4.37,285.0,83.0,,,,,,,,,0.2,,,
"Pie Crust,Cookie-Type,Prep From Recipe,Vanilla Wafer,Chilled",,531.0,3.7,36.2,50.2,,,42.0,,1.63,515.0,79.0,,,,,,,,,0.1,,,
"Pie Crust,Standard-Type,Prep From Recipe,Unbaked",,469.0,5.7,30.8,42.3,,,9.0,,2.57,482.0,59.0,,,,,,,,,0.0,,,
"Waffles,Pln,Frz,Ready -To-Heat,Tstd",,312.0,7.19,9.61,49.29,,,307.0,,6.91,730.0,144.0,,,,,,,,,0.0,,,
"Bagels,Pln,Enr,Wo/Ca Prop (Incl Onion,Poppy,Sesame)",,275.0,10.5,1.6,53.4,,,18.0,,3.56,534.0,101.0,,,,,,,,,0.0,,,
"Bagels,Pln,Unenr,W/Ca Prop (Incl Onion,Poppy,Sesame)",,275.0,10.5,1.6,53.4,,,74.0,,1.36,534.0,101.0,,,,,,,,,0.0,,,
"Bagels,Pln,Unenr,Wo/Ca Prop (Incl Onion,Poppy,Sesame)",,275.0,10.5,1.6,53.4,,,18.0,,1.36,534.0,101.0,,,,,,,,,0.0,,,
"Bread,Cornbread,Dry Mix,Unenr (Incl Corn Muffin Mix)",,418.0,7.0,12.2,69.5,,,57.0,,0.59,1111.0,113.0,,,,,,,,,0.1,,,
"Bread,Pita,White,Unenr",,275.0,9.1,1.2,55.7,,,86.0,,1.4,536.0,120.0,,,,,,,,,0.0,,,
"Bread,Raisin,Unenriched",,274.0,7.9,4.4,52.3,,,66.0,,1.83,390.0,227.0,,,,,,,,,0.1,,,
"Bread,White,Commly Prep,Lo Na No Salt",,267.0,8.2,3.6,49.5,,,108.0,,3.03,27.0,119.0,,,,,,,,,0.0,,,
"Coffeecake,Cinn W/Crumb Topping,Commly Prep,Unenr",,418.0,6.8,23.3,46.7,,,54.0,,0.78,351.0,123.0,,,,,,,,,0.3,,,
"Cake,Pound,Commly Prep,Other Than All Butter,Unenr",,389.0,5.2,17.9,52.5,,,64.0,,0.6,400.0,106.0,,,,,,,,,0.1,,,
"Cake,White,Dry Mix,Pudding-Type,Unenr",,423.0,3.9,9.5,81.0,,,77.0,,0.52,665.0,72.0,,,,,,,,,0.0,,,
"Cake,Yel,Dry Mix,Reg,Unenr",,432.0,4.4,11.6,78.1,,,135.0,,0.48,657.0,82.0,,,,,,,,,0.2,,,
"Cookies,Butter,Commly Prep,Unenr",,467.0,6.1,18.8,68.9,,,29.0,,0.29,351.0,111.0,,,,,,,,,0.0,,,
"Cookies,Choc Chip,Commly Prep,Reg,Higher Fat,Unenr",,481.0,5.4,22.6,66.8,,,25.0,,1.0,315.0,135.0,,,,,,,,,0.0,,,
"Cookies,Ladyfingers,Wo/Lemon Juc&Rind",,365.0,10.6,9.1,59.7,,,47.0,,3.58,147.0,113.0,,,,,,,,,0.0,,,
"Crackers,Melba Toast,Pln,Wo/Salt",,390.0,12.1,3.2,76.6,,,93.0,,3.7,19.0,202.0,,,,,,,,,0.0,,,
"Crackers,Saltines,Lo Salt (Incl Oyster,Soda,Soup)",,421.0,9.5,8.85,74.34,,,119.0,,5.13,198.0,724.0,,,,,,,,,0.0,,,
"Crackers,Saltines,Unsalted Tops (Incl Oyster,Soda,Soup)",,434.0,9.2,11.8,71.5,,,119.0,,5.4,766.0,128.0,,,,,,,,,0.0,,,
"Crackers,Std Snack-Type,Reg,Lo Salt",,502.0,7.4,25.3,61.0,,,120.0,,3.6,216.0,355.0,,,,,,,,,0.0,,,
"Crackers,Wheat,Low Salt",,473.0,8.6,20.6,64.9,,,49.0,,4.4,190.0,203.0,,,,,,,,,0.0,,,
"Crackers,Whole-Wheat,Lo Salt",,443.0,8.8,17.2,68.6,,,50.0,,3.08,186.0,297.0,,,,,,,,,0.0,,,
"Danish Pastry,Cinn,Unenr",,403.0,7.0,22.4,44.6,,,71.0,,0.78,371.0,125.0,,,,,,,,,0.2,,,
"Danish Pastry,Fruit,Unenr (Incl Appl,Cinn,Raisin,Strawberry)",,371.0,5.4,18.5,47.8,,,46.0,,0.75,354.0,83.0,,,,,,,,,3.9,,,
"Bread,White,Commly Prep,Tstd,Lo Na No Salt",,293.0,9.0,4.0,54.4,,,119.0,,3.33,30.0,131.0,,,,,,,,,0.0,,,
"Danish Pastry,Lemon,Unenr",,371.0,5.4,18.5,47.8,,,46.0,,0.75,354.0,83.0,,,,,,,,,3.9,,,
"Crackers,Chs,Lo Na",,503.0,10.1,25.3,58.2,,,151.0,,4.77,458.0,106.0,,,,,,,,,0.0,,,
"Danish Pastry,Raspberry,Unenr",,371.0,5.4,18.5,47.8,,,46.0,,0.75,354.0,83.0,,,,,,,,,3.9,,,
"Doughnuts,Yeast-Leavened,Glazed,Unenr (Incl Honey Buns)",,403.0,6.4,22.8,44.3,,,43.0,,0.6,342.0,108.0,,,,,,,,,0.1,,,
"English Muffins,Pln,Enr,Wo/Ca Prop (Incl Sourdough)",,235.0,7.7,1.8,46.0,,,52.0,,2.5,464.0,131.0,,,,,,,,,0.0,,,
"English Muffins,Pln,Unenr,W/Ca Prop (Incl Sourdough)",,235.0,7.7,1.8,46.0,,,174.0,,0.89,464.0,131.0,,,,,,,,,0.0,,,
"English Muffins,Pln,Unenr,Wo/Ca Prop (Incl Sourdough)",,235.0,7.7,1.8,46.0,,,52.0,,0.89,464.0,131.0,,,,,,,,,0.1,,,
"Pie Crust,Standard-Type,Frz,Rtb,Unenr",,457.0,3.9,29.2,44.1,,,18.0,,0.38,576.0,98.0,,,,,,,,,0.0,,,
"Popovers,Dry Mix,Unenr",,371.0,10.4,4.3,71.0,,,32.0,,0.82,906.0,100.0,,,,,,,,,0.1,,,
"Taco Shells,Bkd,Wo/ Salt",,468.0,7.2,22.6,62.4,,,160.0,,2.5,15.0,179.0,,,,,,,,,0.0,,,
"Tortillas,Rtb Or -Fry,Corn,Wo/ Salt",,222.0,5.7,2.5,46.6,,,175.0,,1.4,11.0,154.0,,,,,,,,,0.0,,,
"Tortillas,Rtb Or -Fry,Flr,Wo/ Ca",,325.0,8.7,7.1,55.6,,,39.0,,3.3,478.0,131.0,,,,,,,,,0.0,,,
"Cake,Pound,Commly Prep,Fat-Free",,283.0,5.4,1.2,61.0,,,43.0,,2.06,341.0,110.0,,,,,,,,,0.0,,,
"Cake,Snack Cakes,Cupcakes,Choc,W/Frstng,Low-Fat",,305.0,4.3,3.7,67.2,,,36.0,,1.54,413.0,224.0,,,,,,,,,0.0,,,
"Cake,Yellow,Dry Mix,Light",,404.0,4.7,5.5,84.1,,,155.0,,1.31,604.0,65.0,,,,,,,,,0.0,,,
"Cookies,Oatmeal,Commly Prep,Fat-Free",,326.0,5.9,1.5,78.6,,,40.0,,2.19,219.0,212.0,,,,,,,,,0.0,,,
"Crackers,Saltines,Fat-Free,Low-Sodium",,393.0,10.5,1.6,82.3,,,22.0,,7.72,716.0,115.0,,,,,,,,,0.0,,,
"Breakfast Tart,Lofat",,372.0,3.99,5.99,76.8,,,44.0,,3.42,301.0,66.0,,,,,,,,,3.8,,,
"Toaster Pastries,Kellogg,Kellogg'S Pop Tarts,Appl Cinn",,395.0,4.4,10.2,72.02,,,23.0,,3.5,334.0,91.0,,,,,,,,,0.0,,,
"Toaster Pastries,Kellogg,Kellogg'S Pop Tarts,Blueberry",,408.0,4.6,13.3,68.38,,,24.0,,3.5,350.0,95.0,,,,,,,,,0.0,,,
"Toaster Pastries,Kellogg,Kellogg'S Pop Tarts,Frstd Blueberry",,391.0,4.6,10.0,71.77,,,24.0,,3.5,320.0,95.0,,,,,,,,,0.0,,,
"Toaster Pastries,Kellogg,Kellogg'S Pop Tarts,Brwn Sugar Cinn",,438.0,5.4,18.4,64.4,,,31.0,,3.6,380.0,135.0,,,,,,,,,0.0,,,
"Toaster Pastries,Kellogg,Kellogg'S Pop Trts,Frstd Br Sgr Cin",,422.0,5.0,14.8,68.32,,,29.0,,3.6,350.0,111.0,,,,,,,,,0.0,,,
"Toaster Pastries,Kellogg,Kellogg'S Poptarts,Cherry",,393.0,4.6,10.4,71.19,,,28.0,,3.5,423.0,114.0,,,,,,,,,0.0,,,
"Toaster Pastries,Kellogg,Kellogg'S Pop Tarts,Frstd Cherry",,393.0,4.2,10.2,71.96,,,25.0,,3.5,320.0,95.0,,,,,,,,,0.0,,,
"Toaster Pastries,Kellogg,Kellogg'S Pop Tarts,Frstd Choc Fudg",,387.0,5.1,9.3,71.8,,,38.0,,3.5,440.0,158.0,,,,,,,,,0.0,,,
"Toaster Pastries,Kellogg,Kellog Pop Tarts,Frstd Choc Van Crm",,391.0,5.0,10.2,70.84,,,30.0,,3.5,441.0,120.0,,,,,,,,,0.0,,,
"Toaster Pastries,Kellogg,Kellogg'S Pop Tarts,Frstd Grape",,391.0,4.4,9.8,72.25,,,23.0,,3.5,333.0,115.0,,,,,,,,,0.0,,,
"Toaster Pastries,Kellogg,Kellogg'S Pop Tarts,Frstd Raspberry",,395.0,4.2,10.6,71.54,,,22.0,,3.5,320.0,85.0,,,,,,,,,0.0,,,
"Toaster Pastries,Kellogg,Kellogg'S Pop Tarts,S'Mores",,392.0,6.2,10.5,69.6,,,29.0,,3.5,410.0,125.0,,,,,,,,,0.0,,,
"Toaster Pastries,Kellogg,Kellogg'S Pop Tarts,Strawberry",,394.0,4.7,10.5,71.0,,,24.0,,3.5,355.0,93.0,,,,,,,,,0.0,,,
"Toaster Pastries,Kellogg,Kellog'S Pop Tarts,Frstd Strawberry",,390.0,4.4,9.6,72.4,,,22.0,,3.5,325.0,85.0,,,,,,,,,0.0,,,
"Toaster Pastries,Kellogg,Kellogg'S Pop Tarts,Frstd Wld Berry",,388.0,4.3,9.2,72.9,,,21.0,,3.3,311.0,82.0,,,,,,,,,0.0,,,
"Tstr Pstrs,Kellogg,Kellogg'S Lf Pop Trts,Frstd Brwn Sgr Cinn",,376.0,4.7,5.5,78.3,,,14.0,,3.6,419.0,61.0,,,,,,,,,0.0,,,
"Tstr Pstrs,Kellogg,Kellogg'S Lf Pop Tarts,Frstd Choc Fudge",,366.0,5.1,5.8,76.0,,,26.0,,3.5,478.0,119.0,,,,,,,,,0.0,,,
"Toaster Pastries,Kellogg,Kellogg'S Lf Pop Tarts,Strawberry",,369.0,4.5,5.5,76.6,,,11.0,,3.5,350.0,54.0,,,,,,,,,0.0,,,
"Tstr Pstrs,Kellogg,Kellogg'S Lf Pop Tarts,Frstd Strawberry",,367.0,4.1,5.8,77.5,,,10.0,,3.5,387.0,49.0,,,,,,,,,0.0,,,
"Kellogg,Kellogg'S Eggo,Bttrmlk Pancake",,233.0,6.0,6.69,38.1,,,35.0,,3.1,508.0,103.0,,,,,,,,,1.4,,,
"Kellogg,Kellogg'S Eggo,Banana Bread Waffles",,272.0,6.8,9.5,41.6,,,51.0,,4.6,359.0,180.0,,,,,,,,,1.4,,,
"Kellogg,Kellogg'S Nutri-Grain Crl Bars,Mxd Berry",,370.0,4.3,7.6,72.8,,,39.0,,4.9,284.0,188.0,,,,,,,,,0.0,,,
Kellogg'S Eggo Lowfat Homestyle Waffles,,236.0,7.06,3.56,44.15,,,58.0,,5.56,442.0,143.0,,,,,,,,,0.0,,,
Kellogg'S Eggo Lowfat Nutri - Grain Waffles,,203.0,6.28,3.2,40.27,,,61.0,,4.62,559.0,72.0,,,,,,,,,0.0,,,
Kellogg'S Eggo Lowfat Blueberry Nutri - Grain Waffles,,208.0,5.95,2.83,42.71,,,61.0,,4.62,591.0,68.0,,,,,,,,,0.0,,,
"Kellogg'S Pop-Tarts Pastry Swirls,Appl Cinn Danish",,413.0,4.8,17.7,59.7,,,32.0,,1.74,306.0,,,,,,,,,,0.0,,,
"Kellogg'S Pop-Tarts Pastry Swirls,Strawberry Danish",,410.0,4.8,17.7,60.0,,,32.0,,1.74,274.0,,,,,,,,,,0.0,,,
"Kellogg'S Pop-Tarts Pastry Swirls,Chs Danish",,407.0,4.8,17.7,59.1,,,64.0,,1.74,290.0,,,,,,,,,,0.0,,,
Kellogg'S Eggo Golden Oat Waffles,,198.0,6.83,3.22,37.52,,,66.0,,4.6,385.0,191.0,,,,,,,,,0.8,,,
"Archway Home Style Cookies,Sugar Free Oatmeal",,442.0,5.54,20.92,67.2,,,20.0,,1.96,308.0,87.0,,,,,,,,,0.0,,,
"Archway Home Style Cookies, Chocolate Chip Ice Box",,497.0,4.28,24.4,65.02,,,14.0,,2.63,270.0,127.0,,,,,,,,,0.0,,,
"Archway Home Style Cookies, Coconut Macaroon",,460.0,3.02,22.55,61.23,,,5.0,,0.82,200.0,123.0,,,,,,,,,0.0,,,
"Archway Home Style Cookies, Date Filled Oatmeal",,400.0,4.67,12.05,68.16,,,28.0,,2.26,331.0,159.0,,,,,,,,,,,,
"Archway Home Style Cookies, Dutch Cocoa",,431.0,4.5,14.99,69.44,,,13.0,,3.36,384.0,239.0,,,,,,,,,,,,
"Archway Home Style Cookies,Frosty Lemon",,430.0,4.41,17.11,64.78,,,41.0,,1.62,449.0,92.0,,,,,,,,,0.0,,,
"Archway Home Style Cookies, Iced Molasses",,420.0,3.5,14.43,69.12,,,24.0,,4.1,605.0,125.0,,,,,,,,,,,,
"Archway Home Style Cookies, Iced Oatmeal",,435.0,4.89,16.53,66.76,,,32.0,,2.19,377.0,185.0,,,,,,,,,0.0,,,
"Archway Home Style Cookies, Molasses",,403.0,4.25,12.06,69.41,,,29.0,,4.68,577.0,117.0,,,,,,,,,0.0,,,
"Archway Home Style Cookies, Oatmeal",,421.0,5.48,14.08,68.17,,,35.0,,2.45,394.0,219.0,,,,,,,,,0.0,,,
"Archway Home Style Cookies, Oatmeal Raisin",,406.0,5.17,12.08,69.27,,,38.0,,2.4,339.0,285.0,,,,,,,,,0.0,,,
"Archway Home Style Cookies, Old Fashioned Molasses",,406.0,4.27,11.83,70.55,,,32.0,,4.99,561.0,,,,,,,,,,0.0,,,
"Archway Home Style Cookies, Old Fashioned Windmill Cookies",,468.0,5.17,17.55,72.23,,,36.0,,3.06,471.0,113.0,,,,,,,,,0.0,,,
"Archway Home Style Cookies,Pnut Butter",,480.0,9.0,24.28,58.48,,,35.0,,2.72,404.0,209.0,,,,,,,,,0.0,,,
"Archway Home Style Cookies,Raspberry Filled",,400.0,4.35,13.26,65.92,,,20.0,,2.32,334.0,118.0,,,,,,,,,,,,
"Archway Home Style Cookies, Strawberry Filled",,400.0,4.35,13.26,65.92,,,20.0,,2.32,377.0,118.0,,,,,,,,,,,,
"Archway Home Style Cookies, Reduced Fat Ginger Snaps",,424.0,4.67,11.14,76.23,,,62.0,,12.57,406.0,309.0,,,,,,,,,,,,
"Artificial Blueberry Muffin Mix,Dry",,407.0,4.7,8.7,77.45,,,,,,760.0,,,,,,,,,,,,,
"Kraft,Stove Top Stuffing Mix Chicken Flavor",,381.0,12.6,4.1,73.1,,,63.0,,4.32,1532.0,267.0,,,,,,,,,3.3,,,
"George Weston Baker,Brownberry Sage & Onion Stuffing Mix,Dry",,390.0,13.3,5.1,72.7,,,,,3.81,1680.0,,,,,,,,,,,,,
"Keebler,Keebler Choc Graham Selects",,465.0,7.1,16.6,71.8,,,,,,357.0,,,,,,,,,,,,,
"Keebler,Keebler Golden Vanilla Wafers,Artificially Flav",,475.0,5.2,19.5,69.7,,,,,,386.0,,,,,,,,,,,,,
"Krusteaz Almond Poppyseed Muffin Mix,Artificially Flav,Dry",,418.0,5.6,10.3,75.6,,,82.0,,2.47,590.0,,,,,,,,,,,,,
"Mckee Baking,Littl Debbi Nut Bar,Wafer W/Pnut Bute,Choc Cove",,548.0,8.0,32.8,55.2,,,,,,223.0,,,,,,,,,,2.0,,,
"Martha White Foods,Martha White'S Chewy Fudge Brownie Mx,Dry",,407.0,4.42,6.16,83.58,,,17.0,,3.81,457.0,51.0,,,,,,,,,0.0,,,
"Martha White Foods,Martha White'S Bttrmlk Biscuit Mix,Dry",,388.0,7.81,13.23,59.41,,,168.0,,4.06,1295.0,212.0,,,,,,,,,0.2,,,
"Mission Foods,Mission Flr Tortillas,Soft Taco,8 Inch",,287.0,8.7,6.0,49.6,,,191.0,,1.99,898.0,,,,,,,,,,,,,
"Nabisco,Nabisco Grahams Crackers",,424.0,6.99,10.0,76.2,,,79.0,,4.13,659.0,177.0,,,,,,,,,0.0,,,
"Nabisco,Nabisco Oreo Crunchies,Cookie Crumb Topping",,476.0,4.78,21.5,70.23,,,24.0,,4.9,528.0,194.0,,,,,,,,,,,,
"Nabisco,Nabisco Ritz Crackers",,492.0,7.23,23.21,63.51,,,154.0,,4.47,882.0,119.0,,,,,,,,,,,,
"Pillsbury,Bttrmlk Biscuits,Art Flavor,Refr Dough",,234.0,6.25,3.13,45.31,,,,,2.25,891.0,,,,,,,,,,,,,
"Pillsbury,Choc Chip Cookies,Refr Dough",,482.0,3.57,25.0,60.71,,,,,2.57,304.0,,,,,,,,,,,,,
"Pillsbury,Crusty French Loaf,Refr Dough",,241.0,7.69,2.89,46.15,,,,,2.77,577.0,,,,,,,,,,,,,
"Pillsbury,Traditional Fudge Brownie Mix,Dry",,441.0,4.8,12.1,78.3,,,,,2.81,292.0,,,,,,,,,,,,,
"Pillsbury Grands,Bttrmlk Biscuits,Refr Dough",,317.0,6.9,13.79,41.38,,,34.0,,2.48,1034.0,,,,,,,,,,,,,
"Pillsbury Golden Layer Bttrmlk Biscuits,Art Flavor,Refr",,307.0,5.88,13.24,41.18,,,,,2.12,1059.0,,,,,,,,,,,,,
"Pillsbury,Cinn Rolls W/ Icing,Refr Dough",,330.0,4.55,11.36,52.27,,,,,1.64,773.0,,,,,,,,,,,,,
"Kraft Foods,Shake 'N' Bake Orig Recipe,Coating For Pork,Dry",,377.0,6.1,3.7,79.8,,,,,,2182.0,,,,,,,,,,,,,
"George Weston Bakeries,Thomas Eng Muffins",,232.0,8.0,1.8,46.0,,,180.0,,1.4,345.0,,,,,,,,,,,,,
"Heinz,Weight Watcher,Choc Eclair,Frz",,241.0,4.4,6.9,40.3,,,48.0,,0.7,300.0,,,,,,,,,,0.0,,,
"Interstate Brands Corp,Wonder Hamburger Rolls",,273.0,8.07,4.15,50.84,,,87.0,,2.22,488.0,,,,,,,,,,,,,
"General Mills,Betty Crocker Supermoist Yel Cake Mix,Dry",,413.0,3.8,8.1,81.3,,,161.0,,,672.0,,,,,,,,,,,,,
"Nabisco,Nabisco Snackwell'S Fat Free Devil'S Fd Cookie Cakes",,305.0,5.0,1.09,74.25,,,30.0,,2.78,174.0,111.0,,,,,,,,,0.1,,,
"Crackers,Chs,Sandwich-Type W/ Chs Filling",,490.0,8.92,24.41,58.76,,,89.0,,2.13,878.0,295.0,,,,,,,,,2.6,,,
"Usda Cmdty,Bakery,Flr Mix",,400.0,8.47,12.9,62.53,,,187.0,,4.11,1410.0,124.0,,,,,,,,,0.0,,,
"Usda Cmdty,Bakery,Flr Mix Low-Fat",,361.0,9.07,4.7,70.59,,,181.0,,4.11,1360.0,141.0,,,,,,,,,0.0,,,
"Waffles,Bttrmlk,Frz,Rth",,273.0,6.58,9.22,41.05,,,279.0,,6.04,621.0,126.0,,,,,,,,,0.0,,,
"Waffle,Bttrmlk,Frz,Rth,Tstd",,309.0,7.42,9.49,48.39,,,299.0,,6.59,710.0,138.0,,,,,,,,,0.0,,,
"Waffle,Bttrmlk,Frz,Rth,Microwaved",,289.0,6.92,9.4,44.16,,,125.0,,6.53,663.0,110.0,,,,,,,,,0.0,,,
"Waffle,Pln,Frz,Rth,Microwave",,298.0,6.71,9.91,45.41,,,197.0,,5.81,682.0,148.0,,,,,,,,,,,,
"Pancakes,Pln,Frz,Rth,Microwave(Inc Buttmlk)",,239.0,5.88,4.73,43.33,,,72.0,,1.64,566.0,122.0,,,,,,,,,,,,
"Toaster Pastries,Fruit,Frstd",,391.0,4.23,10.08,70.81,,,11.0,,4.05,312.0,71.0,,,,,,,,,0.0,,,
